Mes,TASA_ADQUISICION_NOVIS_PESOS,MONTO_ADQUISICION_NOVIS_PESOS,TASA_ADQUISICION_NOVIS_UVR,MONTO_ADQUISICION_NOVIS_UVR,TASA_ADQUISICION_VIS_PESOS,MONTO_ADQUISICION_VIS_PESOS,TASA_ADQUISICION_VIS_UVR,MONTO_ADQUISICION_VIS_UVR,TASA_PONDERADA_ADQUISICION_PESOS,TASA_PONDERADA_ADQUISICION_UVR,MONTO_ADQUISICION_PESOS,MONTO_ADQUISICION_UVR,MONTO_ADQUISICION_NOVIS,MONTO_ADQUISICION_VIS,MONTO_ADQUISICION_TOTAL,TASA_CONSTRUCCION_NOVIS_PESOS,MONTO_CONSTRUCCION_NOVIS_PESOS,TASA_CONSTRUCCION_NOVIS_UVR,MONTO_CONSTRUCCION_NOVIS_UVR,TASA_CONSTRUCCION_VIS_PESOS,MONTO_CONSTRUCCION_VIS_PESOS,TASA_CONSTRUCCION_VIS_UVR,MONTO_CONSTRUCCION_VIS_UVR,TASA_PONDERADA_CONSTRUCCION_PESOS,TASA_PONDERADA_CONSTRUCCION_UVR,MONTO_CONSTRUCCION_PESOS,MONTO_CONSTRUCCION_UVR,MONTO_CONSTRUCCION_NOVIS,MONTO_CONSTRUCCION_VIS,MONTO_CONSTRUCCION_TOTAL
09/01/2013 12:00:00 AM,0.1082,586.99,0.0831,68.15,0.1194,131.53,0.0875,63.59,0.1103,0.0853,719,132,655,195,850,0.1068,38.7,0.0669,140.8,0.11,3.4,0.0675,87,0.1071,0.0671,42,228,179,90,270
10/01/2013 12:00:00 AM,0.1084,887.92,0.0829,91.28,0.1198,180.54,0.091,78.03,0.1103,0.0866,1068,169,979,259,1238,0.1032,54.5,0.0665,145.5,0.1063,10.1,0.0697,73.7,0.1037,0.0676,65,219,200,84,284
11/01/2013 12:00:00 AM,0.1078,673.73,0.0859,71.68,0.1197,138.95,0.0909,62.13,0.1098,0.0882,813,134,745,201,946,0.1065,51.3,0.0651,112.7,0.1085,5.8,0.0686,69,0.1067,0.0664,57,182,164,75,239
12/01/2013 12:00:00 AM,0.1082,769.12,0.0839,68.68,0.1196,155.08,0.0899,62.58,0.1101,0.0868,924,131,838,218,1055,0.1055,53.6,0.0663,157.6,0.1127,6.8,0.0695,99,0.1063,0.0675,60,257,211,106,317
01/01/2014 12:00:00 AM,0.1097,529.8,0.0847,50.41,0.1197,145.42,0.0969,63.56,0.1118,0.0915,675,114,580,209,789,0.1012,35.7,0.0645,79.1,0.1153,2.9,0.0697,67.5,0.1022,0.0669,39,147,115,70,185
02/01/2014 12:00:00 AM,0.1101,643.68,0.0838,66.27,0.1198,149.36,0.0904,82.06,0.1119,0.0875,793,148,710,231,941,0.1013,38.1,0.0674,124.2,0.1132,4.3,0.0711,70.5,0.1025,0.0687,42,195,162,75,237
03/01/2014 12:00:00 AM,0.1103,483.2,0.0834,56.23,0.1202,111.67,0.089,63.41,0.1122,0.0864,595,120,539,175,715,0.1001,51,0.0643,93.7,0.1081,4.3,0.0677,49.8,0.1008,0.0655,55,143,145,54,199
04/01/2014 12:00:00 AM,0.1114,797.04,0.083,63.97,0.1208,163.12,0.0916,75.42,0.113,0.0877,960,139,861,239,1100,0.1001,54.5,0.0586,152.1,0.1126,9.2,0.0684,64.6,0.1019,0.0615,64,217,207,74,280
05/01/2014 12:00:00 AM,0.1116,641.76,0.0836,61.23,0.1211,158.27,0.0925,71.71,0.1135,0.0884,800,133,703,230,933,0.096,74.1,0.0617,129.3,0.1136,4,0.0659,37.4,0.0969,0.0626,78,167,203,41,245
06/01/2014 12:00:00 AM,0.1127,577.46,0.0829,55.78,0.1217,136.3,0.0887,48.27,0.1144,0.0856,714,104,633,185,818,0.1023,53.6,0.0615,122.4,0.104,6.9,0.0684,35.9,0.1025,0.0631,61,158,176,43,219
07/01/2014 12:00:00 AM,0.1134,672.24,0.0816,73.36,0.1206,130.9,0.0861,57.29,0.1146,0.0836,803,131,746,188,934,0.1019,76.8,0.0585,145.4,0.1125,4.8,0.0666,54.9,0.1025,0.0607,82,200,222,60,282
08/01/2014 12:00:00 AM,0.1133,548.41,0.0819,59.87,0.1216,135.84,0.0863,63.69,0.115,0.0842,684,124,608,200,808,0.0963,71.4,0.0594,109,0.1134,4.6,0.0635,45.8,0.0974,0.0606,76,155,180,50,231
09/01/2014 12:00:00 AM,0.1111,494.54,0.0795,67.35,0.1194,123.26,0.0845,57.21,0.1128,0.0818,618,125,562,180,742,0.1002,42.1,0.0598,130.5,0.1134,3.7,0.0677,36.9,0.1013,0.0615,46,167,173,41,213
10/01/2014 12:00:00 AM,0.1121,843.67,0.0829,98.14,0.1191,164.31,0.0871,77.02,0.1132,0.0848,1008,175,942,241,1183,0.0984,81,0.0594,235,0.1108,9.9,0.0646,58.1,0.0998,0.0604,91,293,316,68,384
11/01/2014 12:00:00 AM,0.1108,572.7,0.0794,73.45,0.1191,123.9,0.0871,59.48,0.1123,0.0828,697,133,646,183,830,0.0954,51.6,0.058,129.7,0.1131,8.9,0.0619,88,0.098,0.0596,60,218,181,97,278
12/01/2014 12:00:00 AM,0.1105,739.82,0.0811,82.57,0.1186,129.63,0.0884,61.77,0.1117,0.0843,869,144,822,191,1014,0.0979,87.1,0.0542,198.4,0.11,5.3,0.0597,52.7,0.0986,0.0554,92,251,286,58,344
01/01/2015 12:00:00 AM,0.1096,706.99,0.0813,74.36,0.1191,123.84,0.0882,70.38,0.111,0.0846,831,145,781,194,976,0.0907,38.5,0.0555,108.6,0.1104,1.2,0.059,32.3,0.0913,0.0563,40,141,147,33,181
02/01/2015 12:00:00 AM,0.1105,780.75,0.0781,80.21,0.1194,132.6,0.086,73.27,0.1118,0.0819,913,153,861,206,1067,0.0802,124.3,0.0548,135.7,0.1065,4,0.0606,44.3,0.081,0.0562,128,180,260,48,308
03/01/2015 12:00:00 AM,0.1101,611.81,0.0785,71.13,0.1193,104.34,0.0852,55.66,0.1115,0.0814,716,127,683,160,843,0.0942,73.5,0.0528,124.8,0.1124,3.7,0.0578,54.5,0.0951,0.0543,77,179,198,58,256
04/01/2015 12:00:00 AM,0.1094,1109.37,0.0788,108.88,0.1198,174.28,0.0877,88.48,0.1108,0.0828,1284,197,1218,263,1481,0.0919,77,0.0531,163.6,0.1107,6.6,0.053,78.5,0.0934,0.0531,84,242,241,85,326
05/01/2015 12:00:00 AM,0.1103,874.66,0.0784,93.85,0.12,122.44,0.0868,60.91,0.1115,0.0817,997,155,969,183,1152,0.0925,80.3,0.0534,157.3,0.1102,3.8,0.0546,81,0.0933,0.0538,84,238,238,85,322
06/01/2015 12:00:00 AM,0.1095,717.66,0.0755,89.58,0.1199,106.5,0.0857,56.08,0.1109,0.0794,824,146,807,163,970,0.0975,65.6,0.0499,169.3,0.1095,3.1,0.0497,78.2,0.098,0.0499,69,247,235,81,316
07/01/2015 12:00:00 AM,0.1081,1138.23,0.0763,114.83,0.1191,160.69,0.0885,81.9,0.1095,0.0814,1299,197,1253,243,1496,0.0956,110.7,0.0508,210.5,0.1035,8.6,0.051,91.2,0.0962,0.0509,119,302,321,100,421
08/01/2015 12:00:00 AM,0.1078,788.19,0.0762,83.3,0.1188,105.96,0.0892,47.02,0.1091,0.0809,894,130,871,153,1024,0.0984,62.8,0.0525,191,0.1105,4,0.052,61.6,0.0991,0.0524,67,253,254,66,319
09/01/2015 12:00:00 AM,0.107,1291.52,0.0761,122.44,0.119,159.67,0.0874,75.61,0.1083,0.0804,1451,198,1414,235,1649,0.0968,100.4,0.0511,207.5,0.1102,6.5,0.0522,47,0.0976,0.0513,107,255,308,54,362
10/01/2015 12:00:00 AM,0.1085,917.2,0.0793,78.48,0.12,132.8,0.088,68.58,0.1099,0.0833,1050,147,996,201,1197,0.1003,79.2,0.0484,145.1,0.1098,2.3,0.0456,51.2,0.1006,0.0477,82,196,224,54,278
11/01/2015 12:00:00 AM,0.1094,734.02,0.0792,74.31,0.1234,112.95,0.0904,53.19,0.1113,0.0839,847,128,808,166,974,0.1028,95,0.0467,153.4,0.1148,4.4,0.0399,46.5,0.1033,0.0451,99,200,248,51,299
12/01/2015 12:00:00 AM,0.1104,1321.86,0.08,110.96,0.1236,157.97,0.0895,69.54,0.1118,0.0837,1480,180,1433,228,1660,0.1009,76.1,0.0441,209.1,0.1074,5.3,0.0453,71.2,0.1014,0.0444,81,280,285,76,362
01/01/2016 12:00:00 AM,0.1135,697.01,0.0796,68,0.1243,96.98,0.0845,42.03,0.1148,0.0815,794,110,765,139,904,0.1088,27.9,0.0436,105.4,0.1141,5,0.0416,51.4,0.1096,0.0429,33,157,133,56,190
02/01/2016 12:00:00 AM,0.1153,642.61,0.08,75.16,0.1259,184.55,0.0906,129.61,0.1177,0.0867,827,205,718,314,1032,0.1234,59.2,0.0429,157.7,0.1161,5.2,0.0463,44.8,0.1228,0.0437,64,202,217,50,267
03/01/2016 12:00:00 AM,0.1168,1021.43,0.0824,86.98,0.1261,162.85,0.0887,85.44,0.1181,0.0855,1184,172,1108,248,1357,0.1134,52.2,0.0447,152.6,0.1235,7.7,0.0414,58.7,0.1147,0.0438,60,211,205,66,271
04/01/2016 12:00:00 AM,0.1189,868.4,0.0816,72.52,0.1272,148.64,0.0899,93.72,0.1201,0.0863,1017,166,941,242,1183,0.113,33.5,0.0414,192.7,0.1248,5.8,0.0454,39.4,0.1148,0.0421,39,232,226,45,271
05/01/2016 12:00:00 AM,0.1207,734.59,0.0801,74.86,0.1283,142.47,0.0886,87.77,0.122,0.0847,877,163,809,230,1040,0.1172,51.5,0.0447,170.9,0.1248,5.7,0.0512,34.6,0.118,0.0458,57,205,222,40,263
06/01/2016 12:00:00 AM,0.1219,1124.82,0.0803,96.74,0.128,188.1,0.0875,101.88,0.1227,0.084,1313,199,1222,290,1512,0.1216,67.7,0.0422,218,0.1244,8.1,0.0443,58.9,0.1219,0.0426,76,277,286,67,353
07/01/2016 12:00:00 AM,0.1227,757.56,0.0814,71.95,0.1282,144.04,0.0897,71.38,0.1236,0.0855,902,143,830,215,1045,0.1245,51.2,0.0418,162.5,0.1238,2.3,0.0425,42,0.1244,0.042,53,204,214,44,258
08/01/2016 12:00:00 AM,0.1233,961.23,0.0802,99.79,0.1278,186.66,0.0884,100.44,0.124,0.0843,1148,200,1061,287,1348,0.1228,66.4,0.0422,194.7,0.1281,4.8,0.0423,51.8,0.1232,0.0422,71,247,261,57,318
09/01/2016 12:00:00 AM,0.1241,835.69,0.0784,81.05,0.128,164.12,0.0867,101.76,0.1247,0.0831,1000,183,917,266,1183,0.1246,56.6,0.0447,160.1,0.1238,8.1,0.0423,47.7,0.1245,0.0441,65,208,217,56,273
10/01/2016 12:00:00 AM,0.1237,738.86,0.0781,75.85,0.1279,138.15,0.0869,78.95,0.1244,0.0826,877,155,815,217,1032,0.1278,62.7,0.0499,128.6,0.1291,4,0.0591,61.9,0.1279,0.0529,67,190,191,66,257
11/01/2016 12:00:00 AM,0.1243,1163.8,0.0815,105.14,0.1289,214.21,0.0881,134.59,0.125,0.0852,1378,240,1269,349,1618,0.1226,81.5,0.0523,171.3,0.13,10,0.061,63.1,0.1234,0.0546,91,234,253,73,326
12/01/2016 12:00:00 AM,0.1243,1036.41,0.0823,81.6,0.1287,176.35,0.0887,88.79,0.1249,0.0857,1213,170,1118,265,1383,0.1261,72.4,0.0547,192.6,0.1306,13.9,0.0595,71.6,0.1268,0.056,86,264,265,86,351
01/01/2017 12:00:00 AM,0.1228,502.04,0.0817,50.47,0.1284,64.27,0.0831,41.18,0.1235,0.0823,566,92,553,105,658,0.1252,47,0.0552,139.8,0.132,3.2,0.0629,59.5,0.1257,0.0575,50,199,187,63,249
02/01/2017 12:00:00 AM,0.1244,842.46,0.082,72.36,0.1275,193.58,0.0839,118.61,0.125,0.0832,1036,191,915,312,1227,0.1264,66.7,0.0532,223.8,0.1291,8.4,0.0612,83,0.1267,0.0553,75,307,290,91,382
03/01/2017 12:00:00 AM,0.123,1161.32,0.0841,98.13,0.1288,222.99,0.0867,109.64,0.124,0.0855,1384,208,1259,333,1592,0.1253,99.7,0.0581,237.1,0.1312,12.4,0.0591,145.7,0.1259,0.0585,112,383,337,158,495
04/01/2017 12:00:00 AM,0.123,782.33,0.0812,73.33,0.1277,137.96,0.083,72.65,0.1237,0.0821,920,146,856,211,1066,0.1236,72.7,0.0571,192.7,0.1308,6,0.061,106.5,0.1241,0.0585,79,299,265,112,378
05/01/2017 12:00:00 AM,0.1229,951.62,0.0826,93.89,0.1286,187.43,0.0849,95.81,0.1239,0.0838,1139,190,1046,283,1329,0.1193,108.1,0.0569,268.7,0.1267,5.8,0.0595,146.3,0.1197,0.0578,114,415,377,152,529
06/01/2017 12:00:00 AM,0.1194,861.51,0.0821,82.87,0.1258,160.1,0.0822,79.54,0.1204,0.0822,1022,162,944,240,1184,0.122,94,0.0565,220.4,0.1281,10.2,0.0624,88.2,0.1226,0.0581,104,309,314,98,413
07/01/2017 12:00:00 AM,0.1151,702.83,0.0786,66.38,0.123,135.19,0.0804,73.34,0.1163,0.0795,838,140,769,209,978,0.123,77.4,0.0581,169.9,0.1307,4.2,0.06,71.3,0.1234,0.0586,82,241,247,75,323
08/01/2017 12:00:00 AM,0.1126,1199.66,0.0782,98.57,0.1213,216.01,0.0798,110.25,0.1139,0.079,1416,209,1298,326,1624,0.1176,96.6,0.0622,188.3,0.1225,8.9,0.0635,149.1,0.118,0.0628,106,337,285,158,443
09/01/2017 12:00:00 AM,0.11,1048.29,0.0766,62.34,0.1208,164.17,0.0827,78.75,0.1115,0.08,1212,141,1111,243,1354,0.1162,91.9,0.0601,204.1,0.1246,6.3,0.0625,104.2,0.1167,0.0609,98,308,296,111,406
10/01/2017 12:00:00 AM,0.1087,885.03,0.0771,60.99,0.1198,148.71,0.0819,88.83,0.1103,0.08,1034,150,946,238,1184,0.1192,60.8,0.0556,205.3,0.1193,8.3,0.0607,111.5,0.1193,0.0574,69,317,266,120,386
11/01/2017 12:00:00 AM,0.1087,1435.81,0.0751,88.53,0.1193,266.22,0.0821,164.63,0.1103,0.0796,1702,253,1524,431,1955,0.1177,127.2,0.0541,304.8,0.1211,13.4,0.0576,155.6,0.118,0.0553,141,460,432,169,601
12/01/2017 12:00:00 AM,0.108,1641.61,0.075,99.9,0.119,339.66,0.0823,198.66,0.1098,0.0796,1981,299,1742,538,2280,0.1153,124.9,0.0539,283,0.1264,9.2,0.0548,179.1,0.1161,0.0542,134,462,408,188,596
01/01/2018 12:00:00 AM,0.1067,806.41,0.0751,65.7,0.1181,90.54,0.0825,21.45,0.1078,0.0769,897,87,872,112,984,0.1162,91.7,0.0533,149.3,0.1127,7.4,0.0548,123.6,0.1159,0.054,99,273,241,131,372
02/01/2018 12:00:00 AM,0.1077,1042.23,0.074,90.78,0.119,212.69,0.0781,131.58,0.1096,0.0765,1255,222,1133,344,1477,0.1125,109.6,0.0534,215.5,0.1191,5.7,0.0558,111.5,0.1128,0.0542,115,327,325,117,442
03/01/2018 12:00:00 AM,0.1074,945.03,0.0743,84.02,0.1176,164.83,0.076,105.4,0.1089,0.0753,1110,189,1029,270,1299,0.1134,85.7,0.0572,247,0.1172,13.5,0.0592,95.9,0.1139,0.0578,99,343,333,109,442
04/01/2018 12:00:00 AM,0.1066,893.84,0.0729,74.56,0.1176,154.35,0.0775,89.92,0.1082,0.0754,1048,164,968,244,1213,0.1139,87.2,0.0578,212.5,0.1207,15.1,0.0616,134,0.1149,0.0593,102,347,300,149,449
05/01/2018 12:00:00 AM,0.1062,1345.91,0.073,104.97,0.1175,233.45,0.0772,137.46,0.1079,0.0754,1579,242,1451,371,1822,0.1132,76.2,0.0589,228,0.1267,7.7,0.0628,151.8,0.1145,0.0604,84,380,304,159,464
06/01/2018 12:00:00 AM,0.1059,1027.17,0.0725,88.38,0.1163,185.51,0.0773,102.85,0.1075,0.0751,1213,191,1116,288,1404,0.1098,78.9,0.0565,163.2,0.1289,1.3,0.0601,131.3,0.1101,0.0581,80,294,242,133,375
07/01/2018 12:00:00 AM,0.1058,804.28,0.0729,78.13,0.1166,146.16,0.0783,71.36,0.1075,0.0755,950,149,882,218,1100,0.1058,75.4,0.0568,182.6,0.1348,2.1,0.061,139.4,0.1066,0.0586,78,322,258,141,399
08/01/2018 12:00:00 AM,0.1052,1410.6,0.0715,141.8,0.1164,244.97,0.0755,147.66,0.1069,0.0735,1656,289,1552,393,1945,0.1039,124.1,0.0552,280.3,0.1258,2.7,0.0588,178.3,0.1044,0.0566,127,459,404,181,585
09/01/2018 12:00:00 AM,0.105,1097.68,0.0719,114.2,0.1168,197.98,0.0772,107.94,0.1068,0.0745,1296,222,1212,306,1518,0.1065,83.5,0.0556,205.5,0.1293,1.4,0.0593,143.1,0.1069,0.0571,85,349,289,144,433
10/01/2018 12:00:00 AM,0.1047,1234.29,0.0716,117.74,0.1173,224.31,0.0769,136.26,0.1066,0.0745,1459,254,1352,361,1713,0.106,115,0.0554,265.2,0.1233,2.4,0.0585,162.1,0.1064,0.0566,117,427,380,165,545
11/01/2018 12:00:00 AM,0.1047,1069.36,0.0708,116.93,0.1169,207.59,0.0764,132.51,0.1067,0.0738,1277,249,1186,340,1526,0.1044,85,0.0525,216.2,0.1257,2.8,0.0577,120.5,0.1051,0.0544,88,337,301,123,424
12/01/2018 12:00:00 AM,0.1038,1222.72,0.0714,125.18,0.1159,248.63,0.0757,129.07,0.1058,0.0736,1471,254,1348,378,1726,0.1057,190.7,0.0542,227.9,0.1283,3.1,0.0564,174.8,0.1061,0.0552,194,403,419,178,596
01/01/2019 12:00:00 AM,0.1038,939.24,0.0723,91.45,0.117,162.95,0.0846,48.93,0.1058,0.0766,1102,140,1031,212,1243,0.104,75.3,0.0562,146.3,0.1342,6,0.0576,134.2,0.1062,0.0569,81,280,222,140,362
02/01/2019 12:00:00 AM,0.1043,947.82,0.0719,96.59,0.1165,178.41,0.0812,73.99,0.1062,0.0759,1126,171,1044,252,1297,0.1051,69.8,0.0577,169,0.1316,3.8,0.0577,130.6,0.1065,0.0577,74,300,239,134,373
03/01/2019 12:00:00 AM,0.1045,994.74,0.0719,111.63,0.1153,165.23,0.0731,118.5,0.106,0.0725,1160,230,1106,284,1390,0.1067,103.7,0.0576,199.3,0.1349,6.1,0.057,121.5,0.1083,0.0574,110,321,303,128,431
04/01/2019 12:00:00 AM,0.1038,740.29,0.0716,87.22,0.116,135.96,0.0779,88.45,0.1057,0.0748,876,176,828,224,1052,0.0954,168.9,0.0534,146.1,0.1348,3.7,0.0561,118.1,0.0962,0.0546,173,264,315,122,437
05/01/2019 12:00:00 AM,0.1049,1466.07,0.0716,182.04,0.1153,266.01,0.0766,169.89,0.1065,0.074,1732,352,1648,436,2084,0.104,111.4,0.0544,210.6,0.1303,9.7,0.0563,166.1,0.1061,0.0552,121,377,322,176,498
06/01/2019 12:00:00 AM,0.1051,978.63,0.0718,106.6,0.1148,182.32,0.0762,116.11,0.1066,0.0741,1161,223,1085,298,1384,0.1022,125.5,0.0546,173.2,0.1296,6.8,0.0565,137,0.1036,0.0554,132,310,299,144,442
07/01/2019 12:00:00 AM,0.1044,1271.93,0.0721,147.91,0.115,227.1,0.0754,170.03,0.106,0.0739,1499,318,1420,397,1817,0.1026,102.3,0.0563,266.6,0.1274,4.7,0.0559,149.1,0.1037,0.0562,107,416,369,154,523
08/01/2019 12:00:00 AM,0.104,1083.6,0.0718,118.83,0.1146,200.97,0.0765,163,0.1056,0.0745,1285,282,1202,364,1566,0.1041,87.9,0.0533,192.8,0.121,12.7,0.0544,138.2,0.1063,0.0537,101,331,281,151,432
09/01/2019 12:00:00 AM,0.1034,1070.91,0.0715,104.26,0.1149,190.66,0.0767,155.44,0.1051,0.0746,1262,260,1175,346,1521,0.1032,97.8,0.0514,161.1,0.1207,8.7,0.0499,182.1,0.1047,0.0506,107,343,259,191,450
10/01/2019 12:00:00 AM,0.1035,1512.85,0.0725,148.24,0.1137,255.82,0.0768,210.78,0.105,0.075,1769,359,1661,467,2128,0.1004,166.6,0.0534,148.2,0.1199,6.8,0.0507,152.6,0.1012,0.052,173,301,315,159,474
11/01/2019 12:00:00 AM,0.1037,1033.11,0.0736,75.29,0.1135,156.67,0.0788,97.7,0.105,0.0765,1190,173,1108,254,1363,0.0999,90.6,0.0482,157.6,0.1134,8.5,0.0515,125.5,0.101,0.0497,99,283,248,134,382
12/01/2019 12:00:00 AM,0.1036,1481.63,0.0728,133.05,0.113,206.64,0.0745,165.49,0.1047,0.0738,1688,299,1615,372,1987,0.0984,124,0.0509,173.8,0.1148,11.6,0.0487,167.9,0.0998,0.0498,136,342,298,180,477
01/01/2020 12:00:00 AM,0.1034,1035.23,0.073,90.78,0.1143,120.42,0.075,83.38,0.1046,0.0739,1156,174,1126,204,1330,0.1022,65.1,0.053,82.1,0.1262,6,0.051,100.5,0.1042,0.0519,71,183,147,106,254
